IdCliente,IdCiudad,Nombre,Apellido,FechaNacimiento,EstadoCivil,Genero,Email,IngresoAnual,TotalHijos,Educacion,Ocupacion,Propietario,CantAutomoviles,Direccion,Telefono,FechaPrimeraCompra,Distancia,Region,Edad,ComproBicicleta
22980,298,Oscar,Washington,23/02/1977,C,M,oscar21@mineriadedatos.com.ar,40000,0,'Educación secundaria','Obrero especializado',1,2,'7923 Prospect St.',606-555-0154,09/08/2007,'5-10 Km.',Norte,36,0
12754,223,Lindsey,Deng,20/06/1970,C,F,lindsey1@mineriadedatos.com.ar,40000,2,'Estudios universitarios (en curso)',Administrativo,0,2,'68  impasse Notre-Dame','500 555-0191',08/04/2006,'0-1 Km.',Centro,42,1
15616,183,Janet,Alonso,18/05/1973,S,F,janet13@mineriadedatos.com.ar,30000,0,'Educación secundaria',Obrero,0,1,'610  boulevard Tremblay','500 555-0112',24/03/2008,'1-2 Km.',Centro,40,0
17405,611,Tamara,Wu,10/06/1934,S,F,tamara37@mineriadedatos.com.ar,50000,2,'Estudios de postgrado',Gestión,1,2,'1283 Cowell Rd.',182-555-0119,22/12/2007,'5-10 Km.',Norte,78,1
26812,352,James,Hernandez,08/09/1965,C,M,james68@mineriadedatos.com.ar,50000,3,Licenciatura,'Obrero especializado',1,3,'3602 Banyan Circle',151-555-0115,08/01/2008,'10+ Km.',Norte,47,0
27552,312,Shannon,Guo,11/02/1967,S,F,shannon16@mineriadedatos.com.ar,60000,0,'Estudios de postgrado',Profesional,0,1,'9277 Ridgewood Court',362-555-0132,10/06/2007,'2-5 Km.',Norte,46,1
13821,276,Allen,Lopez,15/05/1963,C,M,allen15@mineriadedatos.com.ar,40000,1,Licenciatura,'Obrero especializado',1,0,'619 Natalie Drive','500 555-0195',01/09/2005,'0-1 Km.',Centro,50,1
13040,22,Roy,Gonzalez,20/09/1951,C,M,roy19@mineriadedatos.com.ar,30000,3,'Educación secundaria','Obrero especializado',1,2,'3627 Creekside Drive','500 555-0129',23/05/2008,'5-10 Km.',Sur,61,0
27216,361,Ana,Diaz,27/10/1956,C,F,ana20@mineriadedatos.com.ar,30000,2,'Educación secundaria','Obrero especializado',0,2,'1271 Mills Place',157-555-0145,26/07/2008,'0-1 Km.',Norte,56,0
14002,612,Jacqueline,Reed,27/10/1977,S,F,jacqueline45@mineriadedatos.com.ar,30000,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'8051 Reality Dr.',406-555-0129,16/09/2007,'5-10 Km.',Norte,35,0
19847,49,Brendan,Anand,26/02/1943,S,M,brendan20@mineriadedatos.com.ar,70000,5,Licenciatura,Gestión,1,2,'769 Algiers Drive',744-555-0142,19/05/2008,'10+ Km.',Norte,70,0
29161,348,Thomas,Martinez,24/07/1959,S,M,thomas81@mineriadedatos.com.ar,60000,5,Licenciatura,Profesional,0,1,'3008 Lolita Drive',162-555-0144,01/05/2008,'0-1 Km.',Norte,53,0
12603,265,Cole,Reed,19/02/1960,S,M,cole21@mineriadedatos.com.ar,30000,3,Licenciatura,Administrativo,1,0,'117 Marvello Lane','500 555-0177',08/10/2007,'0-1 Km.',Centro,53,0
17463,545,Nicholas,Moore,02/09/1953,C,M,nicholas9@mineriadedatos.com.ar,60000,3,'Estudios de postgrado',Gestión,1,2,'5376 Catanzaro Way',102-555-0173,10/12/2007,'5-10 Km.',Norte,59,1
21023,274,Cara,Wang,20/01/1970,C,F,cara1@mineriadedatos.com.ar,10000,1,'Educación secundaria',Obrero,1,1,'6182 Almond Avenue','500 555-0190',17/11/2007,'5-10 Km.',Centro,43,0
29142,302,Ashley,Smith,24/05/1962,C,F,ashley0@mineriadedatos.com.ar,60000,1,Licenciatura,Profesional,1,1,'6613 Benton St.',847-555-0116,06/01/2006,'2-5 Km.',Norte,50,1
18880,536,Jarrod,Sanchez,07/03/1941,C,M,jarrod19@mineriadedatos.com.ar,60000,3,'Estudios de postgrado',Gestión,0,2,'1417 Roosevelt Avenue',175-555-0161,16/04/2008,'1-2 Km.',Norte,72,0
20070,68,Richard,Morris,09/04/1966,C,M,richard99@mineriadedatos.com.ar,60000,0,'Estudios de postgrado','Obrero especializado',0,0,'1090 El Dorado Way',168-555-0122,23/01/2008,'0-1 Km.',Norte,47,0
21299,627,Hannah,Gonzales,17/07/1961,C,F,hannah38@mineriadedatos.com.ar,90000,4,'Educación secundaria',Profesional,1,1,'3287 Trees Dr.',239-555-0156,04/09/2007,'5-10 Km.',Norte,51,0
17930,203,Chelsea,Srini,19/12/1961,C,F,chelsea9@mineriadedatos.com.ar,20000,1,'Estudios universitarios (en curso)',Obrero,1,0,'3355  rue de Longchamp','500 555-0186',21/03/2008,'1-2 Km.',Centro,51,0
15709,215,Chelsea,Prasad,03/09/1948,C,F,chelsea10@mineriadedatos.com.ar,70000,5,'Educación secundaria (en curso)','Obrero especializado',1,3,'24  rue de la Centenaire','500 555-0197',25/09/2007,'10+ Km.',Centro,64,0
27031,326,Jessica,Garcia,10/11/1955,S,F,jessica64@mineriadedatos.com.ar,30000,1,'Educación secundaria',Administrativo,0,2,'5659 Tehaschapi Way',468-555-0120,10/05/2008,'1-2 Km.',Norte,57,0
28517,242,Troy,Gonzalez,26/07/1969,S,M,troy20@mineriadedatos.com.ar,20000,0,'Estudios universitarios (en curso)',Obrero,0,1,'2942 Marina Road','500 555-0145',30/06/2008,'2-5 Km.',Centro,43,1
21240,374,Aaron,Jenkins,02/09/1979,S,M,aaron6@mineriadedatos.com.ar,30000,0,'Educación secundaria (en curso)',Administrativo,0,2,'4634 Hilltop Rd',553-555-0149,21/09/2007,'5-10 Km.',Norte,33,0
11017,39,Shannon,Wang,26/06/1944,S,F,shannon1@mineriadedatos.com.ar,20000,4,'Educación secundaria','Obrero especializado',1,2,'7330 Saddlehill Lane','500 555-0195',15/07/2005,'5-10 Km.',Sur,68,1
28134,5,Terrance,Rana,23/11/1956,C,M,terrance8@mineriadedatos.com.ar,80000,2,'Educación secundaria','Obrero especializado',0,2,'6341 Dmineriadedatost Circle','500 555-0182',10/06/2008,'1-2 Km.',Sur,56,1
24740,609,Shelby,Cooper,14/07/1955,S,F,shelby9@mineriadedatos.com.ar,20000,3,'Educación secundaria (en curso)',Administrativo,0,2,'8974 F Mt Hood Circle',440-555-0193,04/11/2007,'1-2 Km.',Norte,57,0
15600,32,Josue,Dominguez,02/11/1968,C,M,josue1@mineriadedatos.com.ar,70000,5,Licenciatura,Profesional,1,4,'9754 Olivera','500 555-0192',03/05/2007,'10+ Km.',Sur,44,1
11480,224,Colleen,Ma,11/03/1973,C,F,colleen16@mineriadedatos.com.ar,40000,1,Licenciatura,'Obrero especializado',1,0,'2  place Beaubernard','500 555-0160',28/06/2007,'1-2 Km.',Centro,40,1
11309,536,Victoria,Lewis,12/06/1954,S,F,victoria20@mineriadedatos.com.ar,60000,2,'Educación secundaria',Profesional,1,2,'4426 Tanager Road',586-555-0191,10/01/2008,'5-10 Km.',Norte,58,0
23302,632,Fernando,Walker,16/06/1979,S,M,fernando21@mineriadedatos.com.ar,40000,0,'Educación secundaria','Obrero especializado',0,2,'2265 Park Glen Court',218-555-0189,19/02/2008,'1-2 Km.',Norte,33,1
21323,632,Robert,Jackson,10/12/1960,C,M,robert70@mineriadedatos.com.ar,100000,3,'Estudios universitarios (en curso)',Profesional,1,4,'706 Petarct',986-555-0175,21/12/2007,'5-10 Km.',Norte,52,1
11562,158,Jarrod,Gonzalez,19/04/1966,C,M,jarrod17@mineriadedatos.com.ar,20000,1,'Educación secundaria',Obrero,1,1,'Nonnendamm 22','500 555-0151',28/12/2007,'2-5 Km.',Centro,47,0
21792,69,Cassidy,Butler,13/06/1949,C,F,cassidy15@mineriadedatos.com.ar,60000,2,'Estudios universitarios (en curso)',Profesional,1,2,'80 San Remo Ct',677-555-0149,02/06/2008,'10+ Km.',Norte,63,0
26123,343,Isabella,Scott,07/11/1951,S,F,isabella44@mineriadedatos.com.ar,40000,4,'Estudios universitarios (en curso)',Profesional,1,2,'9660 Algiers Drive',126-555-0118,14/08/2007,'5-10 Km.',Norte,61,0
21650,312,Cedric,Zeng,23/11/1963,C,M,cedric22@mineriadedatos.com.ar,70000,4,Licenciatura,Profesional,1,2,'7895 Arlington Way',305-555-0128,19/08/2007,'2-5 Km.',Norte,49,1
14645,326,Isaac,Kelly,21/02/1967,S,M,isaac2@mineriadedatos.com.ar,60000,0,'Estudios de postgrado',Profesional,0,1,'7141 Second Ave.',789-555-0155,25/12/2005,'2-5 Km.',Norte,46,1
19793,8,Tina,Smith,22/05/1957,S,F,tina10@mineriadedatos.com.ar,70000,2,'Educación secundaria',Profesional,1,2,'7546 Woodside Court','500 555-0187',20/03/2006,'5-10 Km.',Sur,56,1
21891,5,Dawn,Nara,23/06/1972,C,F,dawn41@mineriadedatos.com.ar,110000,0,'Educación secundaria',Gestión,1,3,'3071 Asilomar','500 555-0189',18/09/2006,'10+ Km.',Sur,40,1
22579,13,Kara,Lal,17/04/1976,S,F,kara9@mineriadedatos.com.ar,10000,1,'Educación secundaria',Obrero,0,0,'7340 Pine Creek Way','500 555-0174',17/11/2006,'1-2 Km.',Sur,37,1
14857,37,Diane,Serrano,27/01/1949,C,F,diane21@mineriadedatos.com.ar,20000,2,'Educación secundaria (en curso)',Administrativo,1,2,'378 Milburn Dr','500 555-0197',24/08/2007,'1-2 Km.',Sur,64,0
27782,273,Mason,Hernandez,23/02/1965,S,M,mason41@mineriadedatos.com.ar,20000,2,'Educación secundaria',Obrero,1,2,'1292 Bola Raton Court','500 555-0114',29/08/2007,'0-1 Km.',Centro,48,0
24938,638,Julia,Martinez,23/06/1939,C,F,julia39@mineriadedatos.com.ar,60000,3,'Estudios de postgrado',Gestión,1,2,'9891 Sepulveda Ct.',778-555-0146,30/12/2007,'10+ Km.',Norte,73,0
25447,267,Marshall,Liang,15/02/1968,C,M,marshall15@mineriadedatos.com.ar,40000,0,Licenciatura,Administrativo,1,0,'1190 Hill Top Rd.','500 555-0189',02/05/2008,'0-1 Km.',Centro,45,1
24499,372,Olivia,Lewis,02/12/1977,S,F,olivia20@mineriadedatos.com.ar,30000,0,'Educación secundaria (en curso)',Administrativo,0,2,'2082 S. Bascom Ave.',498-555-0181,22/11/2007,'0-1 Km.',Norte,35,0
21193,11,Philip,Hernandez,15/01/1962,C,M,philip3@mineriadedatos.com.ar,60000,1,Licenciatura,Profesional,1,1,'324 Woodbury Place','500 555-0111',01/07/2006,'5-10 Km.',Sur,51,1
13801,207,Colleen,Andersen,10/11/1963,S,F,colleen36@mineriadedatos.com.ar,30000,2,'Estudios universitarios (en curso)',Administrativo,1,0,'660  avenue de Malakoff','500 555-0158',12/08/2006,'0-1 Km.',Centro,49,1
17561,298,Samantha,White,21/06/1972,C,F,samantha14@mineriadedatos.com.ar,60000,1,'Estudios de postgrado','Obrero especializado',1,0,'7427 Fern Leaf Lane',244-555-0113,24/01/2008,'0-1 Km.',Norte,40,1
21018,232,Sheila,Serrano,23/07/1960,C,F,sheila15@mineriadedatos.com.ar,30000,3,'Estudios de postgrado',Administrativo,1,0,'501 Arcadia Place','500 555-0157',28/03/2007,'0-1 Km.',Centro,52,1
16169,19,Dennis,Lin,17/03/1967,S,M,dennis9@mineriadedatos.com.ar,70000,5,Licenciatura,Profesional,1,4,'6337 Hillsborough Dr','500 555-0125',17/06/2007,'10+ Km.',Sur,46,1
16631,26,Haley,Ward,20/03/1971,S,F,haley13@mineriadedatos.com.ar,90000,0,Licenciatura,Profesional,1,4,'6071 Mi Casa Court','500 555-0155',12/07/2005,'10+ Km.',Sur,42,1
11462,8,Laura,Lin,19/01/1972,C,F,laura14@mineriadedatos.com.ar,110000,0,'Educación secundaria',Gestión,1,4,'3378 Coldwater Drive','500 555-0151',16/01/2006,'10+ Km.',Sur,41,1
17229,27,Maria,Watson,19/04/1976,S,F,maria19@mineriadedatos.com.ar,70000,0,Licenciatura,Profesional,0,2,'2007 Shady Ln.','500 555-0118',08/09/2005,'5-10 Km.',Sur,37,1
16054,275,Hector,Ortega,19/06/1956,S,M,hector19@mineriadedatos.com.ar,20000,1,Licenciatura,Administrativo,1,0,'3601 Stinson','500 555-0172',10/07/2006,'0-1 Km.',Centro,56,1
18653,611,Emmanuel,Madan,09/04/1955,C,M,emmanuel7@mineriadedatos.com.ar,30000,2,'Educación secundaria',Administrativo,0,2,'3457 Bel Air Drive',327-555-0159,08/03/2008,'1-2 Km.',Norte,58,1
12661,225,Deborah,Pal,22/08/1947,C,F,deborah16@mineriadedatos.com.ar,80000,5,'Educación secundaria (en curso)','Obrero especializado',1,4,'65  avenue du Port','500 555-0177',02/10/2007,'10+ Km.',Centro,65,0
12863,160,Caleb,Zhang,25/08/1978,S,M,caleb20@mineriadedatos.com.ar,30000,4,'Estudios universitarios (en curso)',Administrativo,1,1,'Auf Der Steige 77','500 555-0177',11/06/2007,'0-1 Km.',Centro,34,1
21573,14,Jimmy,Munoz,03/08/1969,S,M,jimmy10@mineriadedatos.com.ar,130000,0,Licenciatura,Gestión,1,4,'3111 First Ave.','500 555-0114',10/02/2008,'0-1 Km.',Sur,43,0
19168,536,Nathan,Kumar,19/10/1963,S,M,nathan25@mineriadedatos.com.ar,70000,0,Licenciatura,Profesional,0,1,'143 Louisiana Dr',601-555-0110,07/08/2007,'2-5 Km.',Norte,49,0
11326,300,Rafael,Xie,26/06/1939,C,M,rafael26@mineriadedatos.com.ar,130000,2,Licenciatura,Gestión,1,4,'369 Peabody Road',663-555-0137,18/03/2006,'0-1 Km.',Norte,73,1
28551,186,Warren,Xu,12/12/1972,S,M,warren11@mineriadedatos.com.ar,10000,0,'Educación secundaria (en curso)',Obrero,1,2,'34  avenue des Laurentides','500 555-0113',03/11/2007,'1-2 Km.',Centro,40,0
13078,15,Michele,Chande,22/01/1956,S,F,michele15@mineriadedatos.com.ar,70000,2,'Educación secundaria','Obrero especializado',1,2,'4041 Jam Way','500 555-0188',08/10/2006,'5-10 Km.',Sur,57,1
11294,618,Dalton,Clark,03/09/1955,C,M,dalton18@mineriadedatos.com.ar,60000,2,'Educación secundaria',Profesional,0,2,'4381 Amazonas',388-555-0195,28/03/2008,'1-2 Km.',Norte,57,0
11961,299,Anne,Alvarez,24/06/1973,S,F,anne5@mineriadedatos.com.ar,70000,0,'Estudios universitarios (en curso)',Profesional,1,2,'6318 Merriewood Dr.',297-555-0150,15/08/2007,'5-10 Km.',Norte,39,0
21222,22,Kelvin,Xu,16/10/1961,C,M,kelvin2@mineriadedatos.com.ar,60000,1,'Estudios universitarios (en curso)','Obrero especializado',1,1,'2260 Clear Court','500 555-0154',18/08/2006,'0-1 Km.',Sur,51,1
26859,226,Darrell,Pal,13/07/1964,C,M,darrell20@mineriadedatos.com.ar,30000,2,'Estudios universitarios (en curso)',Administrativo,1,2,'910bis  boulevard du Montparnasse','500 555-0151',19/01/2008,'0-1 Km.',Centro,48,0
24519,355,Carlos,King,13/06/1974,C,M,carlos47@mineriadedatos.com.ar,50000,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'7661 S. Rosal Ave.',956-555-0112,08/04/2008,'5-10 Km.',Norte,38,0
22556,224,Oscar,Griffin,09/04/1958,S,M,oscar7@mineriadedatos.com.ar,20000,1,Licenciatura,Obrero,1,0,'59  place de la Concorde','500 555-0176',14/01/2008,'0-1 Km.',Centro,55,0
25819,27,Carlos,Morgan,18/08/1973,C,M,carlos15@mineriadedatos.com.ar,90000,0,Licenciatura,Profesional,0,3,'3080 Soto St.','500 555-0135',20/02/2006,'10+ Km.',Sur,39,1
21055,120,Kristi,Carlson,06/07/1968,C,F,kristi14@mineriadedatos.com.ar,40000,0,'Estudios de postgrado',Administrativo,1,0,'Berliner Platz 92','500 555-0114',14/02/2008,'0-1 Km.',Centro,44,1
16283,202,Clayton,Raji,13/09/1963,S,M,clayton39@mineriadedatos.com.ar,20000,3,'Educación secundaria',Obrero,1,2,'88bis  boulevard du Montparnasse','500 555-0113',05/04/2008,'0-1 Km.',Centro,49,0
28026,352,Paige,Ross,26/01/1947,C,F,paige4@mineriadedatos.com.ar,40000,2,'Educación secundaria',Profesional,0,2,'796 Rain Drop Circle',424-555-0112,30/05/2008,'2-5 Km.',Norte,66,0
17682,609,Anna,Ramirez,22/09/1958,S,F,anna20@mineriadedatos.com.ar,80000,5,'Estudios de postgrado','Obrero especializado',1,0,'2095 Sierra Drive',543-555-0125,09/01/2008,'0-1 Km.',Norte,54,0
14815,236,Isabella,Gonzales,18/12/1965,C,F,isabella27@mineriadedatos.com.ar,40000,1,Licenciatura,'Obrero especializado',1,0,'851 Summerfield Drive','500 555-0131',17/05/2008,'0-1 Km.',Centro,47,0
25818,20,Aaron,Hill,08/11/1974,S,M,aaron46@mineriadedatos.com.ar,80000,0,Licenciatura,Profesional,1,3,'6271 Clyde Street','500 555-0183',25/10/2007,'10+ Km.',Sur,38,0
23749,204,Brandi,Ashe,10/05/1978,S,F,brandi5@mineriadedatos.com.ar,30000,0,'Educación secundaria',Obrero,0,1,'38  rue de l´Esplanade','500 555-0111',22/03/2008,'1-2 Km.',Centro,35,0
28826,553,Jack,Sharma,13/07/1972,C,M,jack31@mineriadedatos.com.ar,60000,1,'Estudios de postgrado','Obrero especializado',1,0,'9637 Kenneth Ct',357-555-0115,29/12/2005,'2-5 Km.',Norte,40,1
22738,347,Haley,Diaz,10/07/1944,C,F,haley41@mineriadedatos.com.ar,70000,4,Licenciatura,Gestión,1,2,'9620 Laurel Drive',176-555-0168,18/04/2008,'1-2 Km.',Norte,68,0
18546,420,Pieter,Wycoff,23/06/1972,C,F,pieter0@mineriadedatos.com.ar,60000,1,'Estudios de postgrado','Obrero especializado',1,0,'3794 Francine Court',354-555-0161,15/10/2007,'2-5 Km.',Norte,40,0
28939,35,Ronald,Fernandez,16/10/1974,C,M,ronald18@mineriadedatos.com.ar,80000,0,Licenciatura,Profesional,0,3,'3435 San Simeon','500 555-0122',04/09/2007,'10+ Km.',Sur,38,0
22725,633,Richard,Gonzales,23/07/1943,C,M,richard72@mineriadedatos.com.ar,60000,3,'Estudios de postgrado',Gestión,1,2,'8796 Altura Dr.',621-555-0196,04/02/2008,'10+ Km.',Norte,69,0
18287,6,Heather,Zeng,02/04/1933,C,F,heather21@mineriadedatos.com.ar,40000,2,Licenciatura,Profesional,1,1,'3237 Meager Dr','500 555-0120',30/08/2007,'5-10 Km.',Sur,80,0
12167,637,Sebastian,Stewart,21/09/1962,S,M,sebastian21@mineriadedatos.com.ar,100000,1,'Estudios universitarios (en curso)',Profesional,1,3,'3307 Mt. Trinity Ct.',367-555-0118,01/05/2006,'5-10 Km.',Norte,50,1
24670,369,Alexandria,Ross,02/03/1948,S,F,alexandria4@mineriadedatos.com.ar,70000,4,Licenciatura,Gestión,1,2,'8280 Sequoia Court',867-555-0177,27/09/2007,'10+ Km.',Norte,65,1
18286,21,Holly,Suri,10/11/1960,C,F,holly3@mineriadedatos.com.ar,60000,1,'Estudios universitarios (en curso)','Obrero especializado',1,1,'2547 San Ramon Road','500 555-0114',23/08/2007,'5-10 Km.',Sur,52,0
26062,607,Chad,Raji,11/09/1964,C,M,chad21@mineriadedatos.com.ar,80000,4,'Estudios universitarios (en curso)',Profesional,1,2,'6992 Ponderosa Drive',745-555-0141,19/11/2007,'2-5 Km.',Norte,48,0
27629,632,Jose,Bryant,22/07/1963,C,M,jose12@mineriadedatos.com.ar,90000,0,'Estudios universitarios (en curso)',Profesional,1,1,'9082 Rolling Green Circle',931-555-0117,02/07/2008,'10+ Km.',Norte,49,0
29342,23,Cassie,Anand,20/08/1940,C,F,cassie20@mineriadedatos.com.ar,30000,2,'Estudios universitarios (en curso)',Administrativo,0,2,'2474 Banbury Ct','500 555-0123',12/02/2008,'0-1 Km.',Sur,72,1
28221,361,Isabella,Rodriguez,13/11/1957,C,F,isabella76@mineriadedatos.com.ar,60000,2,'Educación secundaria',Profesional,1,2,'6314 Mota Dr.',638-555-0163,16/10/2005,'5-10 Km.',Norte,55,1
24631,310,Hannah,Powell,01/01/1939,S,F,hannah31@mineriadedatos.com.ar,60000,3,'Estudios de postgrado',Gestión,1,2,'8627 Shenandoah Drive',505-555-0112,22/05/2008,'10+ Km.',Norte,74,0
20567,259,Nicolas,Anand,15/08/1945,C,M,nicolas20@mineriadedatos.com.ar,130000,4,'Estudios universitarios (en curso)',Profesional,0,4,'6154 Geneva Ave.','500 555-0115',26/05/2006,'5-10 Km.',Centro,67,1
18844,635,Dalton,Hernandez,14/10/1936,S,M,dalton25@mineriadedatos.com.ar,50000,2,'Estudios de postgrado',Gestión,1,2,'9507 San Vicente Dr',865-555-0169,23/12/2007,'5-10 Km.',Norte,76,0
13929,542,Robert,Hayes,06/03/1962,S,M,robert34@mineriadedatos.com.ar,40000,3,'Educación secundaria','Obrero especializado',1,2,'9620 Fallbrook Road',117-555-0135,30/07/2008,'2-5 Km.',Norte,51,0
12426,334,Cody,Cox,23/09/1954,C,M,cody11@mineriadedatos.com.ar,40000,1,'Estudios universitarios (en curso)',Administrativo,1,1,'4693 Mills Dr.',328-555-0119,08/05/2008,'0-1 Km.',Norte,58,0
28958,9,Randy,Liang,02/12/1972,C,M,randy19@mineriadedatos.com.ar,130000,4,'Educación secundaria',Gestión,0,4,'8646 Olivera','500 555-0112',05/06/2008,'10+ Km.',Sur,40,0
20369,539,Trevor,Barnes,23/08/1954,S,M,trevor2@mineriadedatos.com.ar,80000,2,'Educación secundaria (en curso)','Obrero especializado',1,2,'8969 Royal Links Ct.',543-555-0173,09/11/2007,'5-10 Km.',Norte,58,0
24153,209,Seth,Jenkins,28/11/1941,S,M,seth54@mineriadedatos.com.ar,20000,1,Licenciatura,Administrativo,1,0,'1  rue Lamarck','500 555-0131',16/10/2007,'0-1 Km.',Centro,71,1
14258,358,Haley,Foster,18/07/1944,S,F,haley35@mineriadedatos.com.ar,70000,4,Licenciatura,Gestión,1,2,'128  avenue des Champs-Elysées',479-555-0116,27/07/2008,'10+ Km.',Norte,68,0
12666,25,Jessie,Zhu,20/08/1975,S,M,jessie18@mineriadedatos.com.ar,60000,0,Licenciatura,Profesional,0,4,'8001 Roosevelt Avenue','500 555-0150',06/05/2008,'2-5 Km.',Sur,37,0
22507,117,Louis,Wang,13/07/1965,S,M,louis39@mineriadedatos.com.ar,30000,2,'Estudios universitarios (en curso)',Administrativo,0,1,'Dunckerstr 185','500 555-0142',26/12/2007,'0-1 Km.',Centro,47,0
17599,642,Sebastian,Cooper,09/11/1966,C,M,sebastian9@mineriadedatos.com.ar,60000,0,'Estudios de postgrado',Profesional,1,0,'127 Daylight Pl.',521-555-0166,06/02/2008,'0-1 Km.',Norte,46,0
13951,641,Dylan,Hughes,06/10/1929,S,M,dylan10@mineriadedatos.com.ar,60000,1,'Estudios de postgrado',Gestión,1,1,'1268 Holiday Hills Drive',798-555-0137,29/03/2008,'2-5 Km.',Norte,83,0
12584,27,Brittney,Ma,04/07/1976,S,F,brittney14@mineriadedatos.com.ar,10000,1,'Educación secundaria',Obrero,0,0,'4844 Waterfall Way','500 555-0177',13/08/2006,'2-5 Km.',Sur,36,1
15591,37,Darren,Srini,22/09/1969,S,M,darren11@mineriadedatos.com.ar,120000,1,'Estudios de postgrado',Gestión,1,2,'4618 Olive Hill','500 555-0147',05/05/2007,'0-1 Km.',Sur,43,1
11276,49,Nancy,Chapman,19/09/1963,C,F,nancy7@mineriadedatos.com.ar,80000,4,'Estudios universitarios (en curso)',Profesional,1,2,'1480 Shoenic',909-555-0129,02/08/2007,'2-5 Km.',Norte,49,0
24714,237,Whitney,Rodriguez,25/09/1971,S,F,whitney18@mineriadedatos.com.ar,20000,0,'Educación secundaria (en curso)',Obrero,1,2,'2513 Buskirk Avenue','500 555-0190',23/07/2008,'1-2 Km.',Centro,41,0
19917,275,Jenny,Chander,08/02/1944,C,F,jenny38@mineriadedatos.com.ar,170000,3,Licenciatura,Gestión,1,3,'6177 Ana Mile','500 555-0142',07/06/2007,'0-1 Km.',Centro,69,1
18047,143,Latasha,Alvarez,09/02/1974,C,F,latasha4@mineriadedatos.com.ar,30000,0,'Estudios universitarios (en curso)',Administrativo,0,1,'Auf dem Ufer 164','500 555-0177',01/07/2006,'0-1 Km.',Centro,39,1
17805,184,Carlos,Young,05/07/1964,S,M,carlos46@mineriadedatos.com.ar,20000,2,'Educación secundaria',Obrero,1,2,'11  rue de Maubeuge','500 555-0148',01/12/2007,'0-1 Km.',Centro,48,0
27532,626,Kaitlyn,Flores,05/04/1964,S,F,kaitlyn79@mineriadedatos.com.ar,60000,4,Licenciatura,'Obrero especializado',1,2,'1596 Bryce Dr',713-555-0121,01/07/2008,'2-5 Km.',Norte,49,0
20722,127,Kellie,Serrano,24/04/1972,S,F,kellie15@mineriadedatos.com.ar,40000,2,'Estudios universitarios (en curso)',Administrativo,1,0,'Postfach 8 11 55','500 555-0113',31/12/2006,'1-2 Km.',Centro,41,1
16924,311,Julia,Price,05/11/1978,S,F,julia66@mineriadedatos.com.ar,60000,0,'Estudios universitarios (en curso)','Obrero especializado',0,2,'5888 Salem St.',649-555-0115,23/10/2007,'1-2 Km.',Norte,34,1
11335,120,Carla,Raman,24/06/1961,C,F,carla14@mineriadedatos.com.ar,10000,1,Licenciatura,Obrero,1,0,'Winterfeldtstr 255','500 555-0124',25/04/2006,'0-1 Km.',Centro,51,1
22737,299,Heidi,Sai,08/05/1944,C,F,heidi8@mineriadedatos.com.ar,70000,4,Licenciatura,Gestión,1,2,'1210 St. Patricia',374-555-0119,15/12/2007,'10+ Km.',Norte,69,0
17604,623,Noah,Robinson,16/09/1969,S,M,noah65@mineriadedatos.com.ar,70000,5,'Estudios de postgrado',Profesional,1,0,'7754 Lafayette Street',495-555-0145,02/05/2008,'2-5 Km.',Norte,43,1
11504,315,Jordan,Baker,20/04/1931,C,F,jordan45@mineriadedatos.com.ar,40000,1,Licenciatura,'Obrero especializado',1,1,'3427 B Wildbrook Ct.',138-555-0117,02/11/2007,'0-1 Km.',Norte,82,0
25838,331,Makayla,Reed,27/02/1938,S,F,makayla16@mineriadedatos.com.ar,60000,3,'Estudios de postgrado',Gestión,1,2,'2798 Rankin Way',833-555-0142,02/07/2008,'10+ Km.',Norte,75,0
18194,30,Yolanda,Kumar,12/09/1974,C,F,yolanda7@mineriadedatos.com.ar,70000,0,Licenciatura,Profesional,1,4,'8114 Riviera Way','500 555-0126',23/11/2007,'10+ Km.',Sur,38,0
22133,631,Xavier,Adams,23/09/1938,C,M,xavier29@mineriadedatos.com.ar,80000,4,'Estudios de postgrado',Gestión,1,2,'4030 La Orinda Place',682-555-0196,20/11/2007,'1-2 Km.',Norte,74,1
21056,239,Walter,Munoz,07/11/1968,C,M,walter20@mineriadedatos.com.ar,40000,0,'Estudios de postgrado',Administrativo,1,0,'3919 Fern Leaf Lane','500 555-0114',13/04/2007,'0-1 Km.',Centro,44,1
29402,208,Damien,Andersen,21/04/1964,S,M,damien29@mineriadedatos.com.ar,30000,2,'Estudios universitarios (en curso)',Administrativo,0,2,'2  rue de Maubeuge','500 555-0154',03/04/2008,'0-1 Km.',Centro,49,0
28785,326,Jose,Foster,28/08/1957,S,M,jose10@mineriadedatos.com.ar,20000,2,'Educación secundaria (en curso)',Administrativo,1,2,'4637 Lakeside Court',285-555-0139,23/12/2007,'1-2 Km.',Norte,55,0
29239,374,Samantha,Miller,14/06/1963,S,F,samantha7@mineriadedatos.com.ar,150000,4,'Estudios universitarios (en curso)',Profesional,0,4,'7467 Canyon Road',666-555-0138,22/01/2006,'1-2 Km.',Norte,49,1
13985,372,Alexis,Wood,24/04/1979,C,F,alexis24@mineriadedatos.com.ar,60000,0,'Estudios universitarios (en curso)','Obrero especializado',0,1,'8248 N. Ranchford Court',889-555-0140,24/10/2007,'1-2 Km.',Norte,34,0
