IdCiudad,Nombre,Apellido,FechaNacimiento,EstadoCivil,Genero,Email,IngresoAnual,TotalHijos,CantHijosEnCasa,Educacion,Ocupacion,Propietario,CantAutomoviles,Direccion,Telefono,Distancia,Region,Edad
23,Julio,Serrano,1979-07-16,C,M,julio17@mineriadedatos.com.ar,20000,0,0,Licenciatura,Administrativo,1,0,'1343 Prospect St','500 555-0143','0-1 Km.',Sur,33
26,Tyrone,Serrano,1978-08-02,S,M,tyrone15@mineriadedatos.com.ar,10000,0,0,'Estudios universitarios (en curso)',Obrero,1,1,'3767 View Dr.','500 555-0176','2-5 Km.',Sur,34
156,Roy,Navarro,1955-12-23,C,M,roy30@mineriadedatos.com.ar,10000,2,0,'Estudios universitarios (en curso)',Obrero,1,1,'Viktoria-Luise-Platz 43','500 555-0137','0-1 Km.',Centro,57
274,Gregory,Goel,1968-12-06,S,M,gregory23@mineriadedatos.com.ar,30000,1,0,Licenciatura,Administrativo,0,0,'1680 I St.','500 555-0152','0-1 Km.',Centro,44
638,Elijah,Hall,1959-07-03,C,M,elijah48@mineriadedatos.com.ar,70000,5,5,'Estudios de postgrado',Profesional,1,3,'5414 Stonehedge Dr.',627-555-0146,'10+ Km.',Norte,53
170,Mitchell,Jai,1970-07-22,C,M,mitchell10@mineriadedatos.com.ar,30000,0,0,Licenciatura,Administrativo,1,0,'Curieweg 5777','500 555-0113','0-1 Km.',Centro,42
200,Eddie,Serrano,1952-11-04,C,M,eddie16@mineriadedatos.com.ar,20000,2,0,'Estudios universitarios (en curso)',Obrero,1,1,'81  cours Mirabeau','500 555-0186','2-5 Km.',Centro,60
300,Gary,Ramos,1969-10-18,C,M,gary28@mineriadedatos.com.ar,50000,2,2,Licenciatura,'Obrero especializado',1,0,'1342 Isla Bonita',880-555-0119,'0-1 Km.',Norte,43
634,Gabriel,King,1975-06-08,C,M,gabriel50@mineriadedatos.com.ar,40000,0,0,'Educación secundaria','Obrero especializado',0,2,'3601 Greenbush Drive',944-555-0131,'1-2 Km.',Norte,37
307,Barbara,Lu,1962-07-13,C,F,barbara21@mineriadedatos.com.ar,110000,1,3,Licenciatura,Gestión,1,2,'9450 Almond Street',173-555-0168,'5-10 Km.',Norte,50
609,Kayla,Martin,1974-03-20,S,F,kayla15@mineriadedatos.com.ar,50000,0,0,'Educación secundaria',Profesional,0,2,'7207 Peabody Road',998-555-0163,'1-2 Km.',Norte,39
37,Regina,Arthur,1975-10-12,S,F,regina6@mineriadedatos.com.ar,90000,0,0,Licenciatura,Profesional,0,2,'3796 Keller Ridge','500 555-0144','10+ Km.',Sur,37
301,Leonard,Goel,1941-12-23,C,M,leonard21@mineriadedatos.com.ar,170000,1,3,'Estudios de postgrado',Gestión,1,2,'3361 Crow Street',122-555-0168,'0-1 Km.',Norte,71
32,Mayra,Suri,1972-09-24,C,F,mayra0@mineriadedatos.com.ar,90000,0,0,Licenciatura,Profesional,0,3,'7015 F Mt Hood Circle','500 555-0114','10+ Km.',Sur,40
335,Maria,Kelly,1973-07-12,S,F,maria21@mineriadedatos.com.ar,70000,0,0,'Estudios universitarios (en curso)',Profesional,0,2,'3035 Blackfield Dr.',617-555-0184,'0-1 Km.',Norte,39
609,Jennifer,Smith,1952-11-21,S,F,jennifer28@mineriadedatos.com.ar,40000,3,0,'Estudios universitarios (en curso)',Profesional,1,2,'1347 L St.',119-555-0167,'5-10 Km.',Norte,60
3,Dustin,Sharma,1955-12-16,S,M,dustin9@mineriadedatos.com.ar,80000,2,0,'Educación secundaria','Obrero especializado',0,2,'4262 Monterey Ave.','500 555-0113','1-2 Km.',Sur,57
235,Lindsey,Tang,1972-02-13,S,F,lindsey4@mineriadedatos.com.ar,30000,0,0,'Educación secundaria',Obrero,0,1,'6200 Mt. Pisgah','500 555-0120','1-2 Km.',Centro,41
546,Maria,Rogers,1953-10-10,C,F,maria3@mineriadedatos.com.ar,30000,1,0,'Estudios universitarios (en curso)',Administrativo,1,1,'7954 Monument Blvd',801-555-0117,'2-5 Km.',Norte,59
60,Emily,Barnes,1952-02-27,C,F,emily28@mineriadedatos.com.ar,40000,3,0,'Estudios universitarios (en curso)',Profesional,0,2,'4766 L St.',185-555-0133,'1-2 Km.',Norte,61
26,Jack,Li,1958-11-27,S,M,jack27@mineriadedatos.com.ar,90000,2,0,Licenciatura,Gestión,0,1,'746 Cast Street','500 555-0150','5-10 Km.',Sur,54
31,Richard,Lee,1979-04-19,S,M,richard16@mineriadedatos.com.ar,10000,0,0,'Estudios universitarios (en curso)',Obrero,0,1,'7757 O Ct','500 555-0130','0-1 Km.',Sur,34
623,Connor,Gonzales,1978-11-09,S,M,connor11@mineriadedatos.com.ar,40000,0,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'4672 Euclid Ave',187-555-0111,'5-10 Km.',Norte,34
232,Mario,Xu,1950-11-06,S,M,mario4@mineriadedatos.com.ar,110000,4,5,'Educación secundaria',Gestión,1,2,'594 Tosco Way','500 555-0141','10+ Km.',Centro,62
150,Kristi,Saunders,1970-12-12,C,F,kristi16@mineriadedatos.com.ar,10000,2,2,'Educación secundaria',Obrero,1,0,'Zollstr 62','500 555-0187','0-1 Km.',Centro,42
25,Isabel,Simmons,1975-11-21,C,F,isabel14@mineriadedatos.com.ar,80000,0,0,Licenciatura,Profesional,1,3,'5717 Monterey Ave','500 555-0192','10+ Km.',Sur,37
215,Kenneth,Anand,1963-04-15,S,M,kenneth18@mineriadedatos.com.ar,30000,2,2,'Estudios universitarios (en curso)',Administrativo,1,2,'3905bis  boulevard Saint Germain','500 555-0115','0-1 Km.',Centro,50
644,Chase,Rogers,1955-11-09,S,M,chase20@mineriadedatos.com.ar,80000,2,0,'Educación secundaria (en curso)','Obrero especializado',0,2,'1862 Court Lane',713-555-0135,'1-2 Km.',Norte,57
120,Jon,Chander,1957-07-06,C,M,jon12@mineriadedatos.com.ar,130000,2,4,'Estudios universitarios (en curso)',Profesional,1,2,'Auf Der Steige 123','500 555-0170','0-1 Km.',Centro,55
39,Roberto,Ramos,1941-10-14,C,M,roberto16@mineriadedatos.com.ar,40000,2,0,Licenciatura,Gestión,1,2,'6210 Mt. Tamlapais Place','500 555-0121','5-10 Km.',Sur,71
302,Erick,Subram,1974-11-14,C,M,erick12@mineriadedatos.com.ar,60000,0,0,'Estudios universitarios (en curso)',Profesional,1,2,'3744 Dalis Drive',567-555-0166,'5-10 Km.',Norte,38
539,Lauren,Butler,1964-12-25,C,F,lauren61@mineriadedatos.com.ar,90000,5,5,'Estudios universitarios (en curso)',Profesional,1,3,'8152 Claudia Dr.',463-555-0152,'2-5 Km.',Norte,48
3,Lori,Blanco,1970-05-02,C,F,lori16@mineriadedatos.com.ar,100000,0,5,'Educación secundaria (en curso)',Profesional,1,4,'6966 Eaker Way','500 555-0118','10+ Km.',Sur,43
237,Martin,Raman,1961-05-13,C,M,martin17@mineriadedatos.com.ar,20000,1,0,'Estudios de postgrado',Administrativo,1,0,'3029 Crescent Ave.','500 555-0114','0-1 Km.',Centro,52
249,Dominic,Madan,1954-05-26,S,M,dominic7@mineriadedatos.com.ar,130000,4,5,'Educación secundaria',Profesional,0,1,'9680 Hungry Road','500 555-0166','0-1 Km.',Centro,58
68,Jonathan,Mitchell,1954-02-02,C,M,jonathan40@mineriadedatos.com.ar,60000,2,0,'Educación secundaria (en curso)','Obrero especializado',0,2,'2595 Franklin Canyon Rd.',160-555-0163,'1-2 Km.',Norte,59
13,Monique,Blanco,1943-10-06,S,F,monique12@mineriadedatos.com.ar,40000,2,0,Licenciatura,Gestión,1,2,'6658 Rheem Blvd','500 555-0125','5-10 Km.',Sur,69
23,Alison,Kumar,1961-05-03,S,F,alison7@mineriadedatos.com.ar,60000,1,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'5847 W. Buchanan','500 555-0170','5-10 Km.',Sur,52
348,Seth,Perry,1939-09-13,C,M,seth55@mineriadedatos.com.ar,60000,3,0,'Estudios de postgrado',Gestión,0,2,'2988 Wightman Lane',323-555-0149,'1-2 Km.',Norte,73
638,James,Hall,1966-05-01,S,M,james71@mineriadedatos.com.ar,80000,0,0,'Estudios de postgrado','Obrero especializado',0,0,'969 Stanley Dollar Dr.',989-555-0189,'0-1 Km.',Norte,47
307,Hunter,Hernandez,1953-07-06,C,M,hunter44@mineriadedatos.com.ar,70000,3,0,'Estudios de postgrado',Gestión,1,2,'3861 Las Lomas Way',115-555-0196,'5-10 Km.',Norte,59
170,Nicolas,Nara,1969-07-18,C,M,nicolas15@mineriadedatos.com.ar,40000,0,0,'Estudios de postgrado',Administrativo,1,0,'Galeriestr 6267','500 555-0174','0-1 Km.',Centro,43
68,Mya,Russell,1947-01-25,C,F,mya20@mineriadedatos.com.ar,40000,2,1,'Educación secundaria',Profesional,0,2,'3797 Mt. Wilson Way',891-555-0132,'2-5 Km.',Norte,66
315,Jack,Flores,1952-03-15,S,M,jack12@mineriadedatos.com.ar,70000,2,1,'Educación secundaria (en curso)','Obrero especializado',1,2,'279 Inverness Drive',737-555-0162,'10+ Km.',Norte,61
609,Danny,Navarro,1962-05-02,C,M,danny11@mineriadedatos.com.ar,90000,5,4,'Estudios universitarios (en curso)',Profesional,1,4,'4151 Olivera',835-555-0197,'5-10 Km.',Norte,51
232,Barry,Rana,1963-11-05,C,M,barry12@mineriadedatos.com.ar,40000,1,0,Licenciatura,'Obrero especializado',1,0,'8434 Kenmore','500 555-0127','0-1 Km.',Centro,49
335,Amanda,Sanders,1962-07-03,C,F,amanda20@mineriadedatos.com.ar,70000,1,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'1456 Bouncing Road',231-555-0134,'2-5 Km.',Norte,50
279,Jessica,Patterson,1958-05-10,S,F,jessica35@mineriadedatos.com.ar,170000,2,3,Licenciatura,Gestión,0,2,'2681 Woodside Way','500 555-0117','0-1 Km.',Centro,55
133,Bailey,King,1959-09-26,C,F,bailey39@mineriadedatos.com.ar,20000,2,0,'Estudios universitarios (en curso)',Obrero,1,1,'Marketplatz 5492','500 555-0183','0-1 Km.',Centro,53
154,Brandi,Carlson,1964-03-05,S,F,brandi17@mineriadedatos.com.ar,20000,3,3,'Educación secundaria',Obrero,1,0,'Buergermeister-ulrich-str 5','500 555-0120','0-1 Km.',Centro,49
49,Nicole,Sanchez,1975-08-27,S,F,nicole26@mineriadedatos.com.ar,40000,3,3,'Estudios universitarios (en curso)',Administrativo,1,2,'1874 Royal Links Circle',954-555-0133,'1-2 Km.',Norte,37
129,Bradley,Tang,1969-09-15,S,M,bradley6@mineriadedatos.com.ar,40000,0,0,'Estudios de postgrado',Administrativo,0,0,'Haberstr 77','500 555-0197','0-1 Km.',Centro,43
11,Ann,Martinez,1957-08-03,S,F,ann22@mineriadedatos.com.ar,80000,1,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'8794 Seagull Court','500 555-0189','5-10 Km.',Sur,55
553,Shelby,Richardson,1954-03-11,C,F,shelby10@mineriadedatos.com.ar,30000,1,0,'Educación secundaria',Administrativo,1,1,'8403 Reality Drive',927-555-0154,'5-10 Km.',Norte,59
35,Billy,Romero,1951-04-08,C,M,billy11@mineriadedatos.com.ar,20000,2,1,'Educación secundaria (en curso)',Administrativo,1,2,'3560 Harvard Dr.','500 555-0111','5-10 Km.',Sur,62
219,Valerie,Guo,1971-07-08,S,F,valerie19@mineriadedatos.com.ar,20000,0,0,'Educación secundaria (en curso)',Obrero,1,2,'4  rue de Maubeuge','500 555-0183','1-2 Km.',Centro,41
307,Edgar,Patel,1936-11-22,C,M,edgar3@mineriadedatos.com.ar,70000,4,0,'Estudios de postgrado',Gestión,1,2,'1639 Atchinson Stage Ct.',529-555-0113,'5-10 Km.',Norte,76
360,Brandon,Brown,1948-10-22,S,M,brandon42@mineriadedatos.com.ar,70000,4,1,Licenciatura,Gestión,1,2,'6536 Diver Way',187-555-0120,'10+ Km.',Norte,64
16,Colin,Zhu,1970-10-15,C,M,colin15@mineriadedatos.com.ar,90000,0,0,Licenciatura,Profesional,0,4,'3788 Bahia Vista Court','500 555-0114','10+ Km.',Sur,42
25,Lacey,Raji,1951-11-26,C,F,lacey10@mineriadedatos.com.ar,30000,3,0,'Educación secundaria','Obrero especializado',0,2,'2965 Liscome Way','500 555-0153','1-2 Km.',Sur,61
154,Philip,Moreno,1971-05-20,S,M,philip6@mineriadedatos.com.ar,30000,0,0,'Educación secundaria',Obrero,0,1,'Im Himmelsweg 98','500 555-0135','2-5 Km.',Centro,42
206,Lindsey,Kumar,1966-11-20,C,F,lindsey8@mineriadedatos.com.ar,30000,1,1,Licenciatura,'Obrero especializado',1,2,'14  rue de Cambrai','500 555-0110','0-1 Km.',Centro,46
265,Melody,Gomez,1949-05-01,C,F,melody1@mineriadedatos.com.ar,170000,5,5,'Estudios universitarios (en curso)',Gestión,0,4,'4208 Seal Way','500 555-0112','10+ Km.',Centro,64
644,Nicole,Martinez,1974-06-28,S,F,nicole17@mineriadedatos.com.ar,60000,0,0,'Estudios universitarios (en curso)',Profesional,1,2,'8189 Lydia Lane',281-555-0154,'5-10 Km.',Norte,38
536,Preston,Arun,1966-10-24,S,M,preston5@mineriadedatos.com.ar,60000,0,0,'Estudios de postgrado','Obrero especializado',0,0,'2119 Little Dr',386-555-0178,'0-1 Km.',Norte,46
322,Dalton,Flores,1965-07-07,S,M,dalton58@mineriadedatos.com.ar,120000,3,2,Licenciatura,Gestión,0,4,'4534 Blum Rd.',344-555-0110,'1-2 Km.',Norte,47
268,Philip,Ortega,1957-09-13,C,M,philip21@mineriadedatos.com.ar,10000,1,0,'Estudios universitarios (en curso)',Obrero,0,0,'5684 Fitzuren','500 555-0155','0-1 Km.',Centro,55
279,Henry,Suri,1971-02-15,S,M,henry2@mineriadedatos.com.ar,40000,2,2,'Estudios universitarios (en curso)',Administrativo,1,2,'6947 Jemco Court','500 555-0113','0-1 Km.',Centro,42
28,Tasha,Shan,1959-10-25,S,F,tasha11@mineriadedatos.com.ar,130000,0,1,'Estudios de postgrado',Gestión,0,3,'2552 Palm Ave','500 555-0149','0-1 Km.',Sur,53
164,Pamela,Garcia,1953-12-07,C,F,pamela18@mineriadedatos.com.ar,80000,4,2,'Estudios universitarios (en curso)',Profesional,1,2,'Postfach 11 09 99','500 555-0182','10+ Km.',Centro,59
3,Alan,Zhu,1964-09-24,S,M,alan17@mineriadedatos.com.ar,70000,0,0,Licenciatura,Profesional,0,1,'8995 Stanford St.','500 555-0115','0-1 Km.',Sur,48
11,Calvin,Yuan,1980-07-20,C,M,calvin7@mineriadedatos.com.ar,10000,0,0,'Estudios universitarios (en curso)',Obrero,1,1,'8577 La Vista Avenue','500 555-0151','2-5 Km.',Sur,32
33,Ethan,Martin,1948-10-23,C,M,ethan48@mineriadedatos.com.ar,10000,2,1,'Educación secundaria (en curso)',Administrativo,1,2,'1479 Pine Creek Way','500 555-0136','5-10 Km.',Sur,64
53,Catherine,Murphy,1973-12-13,C,F,catherine13@mineriadedatos.com.ar,60000,0,0,'Estudios universitarios (en curso)','Obrero especializado',1,2,'2399 Stafford Ave',399-555-0117,'5-10 Km.',Norte,39
273,Carla,Martinez,1946-01-03,C,F,carla20@mineriadedatos.com.ar,170000,4,4,Licenciatura,Gestión,1,3,'55 St. George Dr.','500 555-0150','0-1 Km.',Centro,67
121,David,Jenkins,1959-12-06,C,M,david39@mineriadedatos.com.ar,20000,2,0,'Estudios universitarios (en curso)',Obrero,1,1,'Kalkweg 4425','500 555-0162','0-1 Km.',Centro,53
611,Grace,Brown,1944-10-25,S,F,grace3@mineriadedatos.com.ar,70000,4,0,Licenciatura,Gestión,1,2,'2325 Mountaire Drive',627-555-0172,'10+ Km.',Norte,68
612,Francisco,Rana,1977-07-22,S,M,francisco12@mineriadedatos.com.ar,40000,0,0,'Estudios universitarios (en curso)','Obrero especializado',0,1,'2903 Marsh Dr.',449-555-0131,'1-2 Km.',Norte,35
24,Toni,Rodriguez,1957-06-22,S,F,toni20@mineriadedatos.com.ar,70000,1,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'5007 Castle Rock Rd.','500 555-0114','5-10 Km.',Sur,55
261,Emily,Lee,1951-05-19,C,F,emily22@mineriadedatos.com.ar,130000,4,5,'Educación secundaria',Profesional,1,3,'9600 Sweeney Road','500 555-0118','10+ Km.',Centro,62
62,Alexandria,Bradley,1973-04-24,S,F,alexandria1@mineriadedatos.com.ar,50000,0,0,'Estudios de postgrado','Obrero especializado',1,0,'8920 Sand Point Road',595-555-0125,'1-2 Km.',Norte,40
50,Mason,Roberts,1968-01-25,C,M,mason25@mineriadedatos.com.ar,90000,4,4,Licenciatura,Gestión,1,1,'5753 Megan Dr.',539-555-0162,'1-2 Km.',Norte,45
235,Jeffery,Liang,1948-07-02,C,M,jeffery16@mineriadedatos.com.ar,110000,4,5,'Educación secundaria',Gestión,1,3,'6753 Mines Road','500 555-0193','10+ Km.',Centro,64
52,Luis,Nelson,1961-02-11,C,M,luis42@mineriadedatos.com.ar,70000,5,4,'Estudios universitarios (en curso)',Profesional,1,3,'6869 Shakespeare Drive',176-555-0198,'5-10 Km.',Norte,52
273,Linda,Carlson,1959-09-20,C,F,linda33@mineriadedatos.com.ar,30000,0,0,Licenciatura,Administrativo,1,0,'6696 Adria Drive','500 555-0140','0-1 Km.',Centro,53
325,Isabella,Johnson,1961-01-21,C,F,isabella58@mineriadedatos.com.ar,60000,1,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'2251 Temple Drive',941-555-0186,'2-5 Km.',Norte,52
31,Michele,Xie,1977-04-05,S,F,michele3@mineriadedatos.com.ar,10000,1,1,'Educación secundaria',Obrero,0,0,'4951 Coralie Drive','500 555-0140','1-2 Km.',Sur,36
5,Katie,Kumar,1976-09-09,C,F,katie10@mineriadedatos.com.ar,80000,0,0,Licenciatura,Profesional,1,2,'1463 Lincoln Dr','500 555-0140','10+ Km.',Sur,36
553,Carson,Griffin,1979-02-11,S,M,carson20@mineriadedatos.com.ar,30000,0,0,'Educación secundaria (en curso)',Administrativo,0,2,'8935 Etcheverry Dr.',956-555-0173,'5-10 Km.',Norte,34
261,Mayra,Schmidt,1936-12-11,C,F,mayra10@mineriadedatos.com.ar,30000,1,0,'Estudios de postgrado',Administrativo,1,0,'6588 St George Dr','500 555-0113','0-1 Km.',Centro,76
337,Janet,Scott,1953-08-18,S,F,janet33@mineriadedatos.com.ar,70000,3,0,'Estudios de postgrado',Gestión,1,2,'2616 Northridge Drive',422-555-0144,'5-10 Km.',Norte,59
542,Allison,Campbell,1961-05-14,C,F,allison29@mineriadedatos.com.ar,60000,1,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'45 Landing Terrace',735-555-0181,'2-5 Km.',Norte,52
19,Danielle,Torres,1933-10-10,S,F,danielle15@mineriadedatos.com.ar,40000,2,0,Licenciatura,Profesional,0,1,'9195 Park Glen Ct','500 555-0166','0-1 Km.',Sur,79
28,Teresa,Gomez,1977-11-13,S,F,teresa2@mineriadedatos.com.ar,10000,0,0,'Educación secundaria',Obrero,0,2,'6258 Stinson','500 555-0120','0-1 Km.',Sur,35
16,Clarence,Lal,1965-06-11,C,M,clarence23@mineriadedatos.com.ar,80000,5,5,Licenciatura,Profesional,1,4,'7000 Hawes Street','500 555-0124','1-2 Km.',Sur,47
609,Toni,Srini,1940-04-19,C,F,toni8@mineriadedatos.com.ar,80000,4,0,Licenciatura,Gestión,1,2,'482 ViewPoint Court',574-555-0150,'5-10 Km.',Norte,73
331,Vanessa,Long,1967-04-05,S,F,vanessa10@mineriadedatos.com.ar,60000,0,0,'Estudios de postgrado',Profesional,0,1,'6088 Clark Creek Rd',727-555-0159,'0-1 Km.',Norte,46
31,Wayne,Black,1958-02-19,C,M,wayne22@mineriadedatos.com.ar,100000,1,1,Licenciatura,Gestión,1,1,'1366 Hunt Dr','500 555-0187','10+ Km.',Sur,55
638,Rebecca,Mitchell,1954-09-24,C,F,rebecca13@mineriadedatos.com.ar,30000,1,0,'Educación secundaria',Obrero,1,1,'9809 St. Germain Lane',337-555-0114,'5-10 Km.',Norte,58
638,Julia,Wright,1975-08-05,S,F,julia17@mineriadedatos.com.ar,40000,0,0,'Educación secundaria','Obrero especializado',1,1,'7397 Central Blvd.',456-555-0174,'5-10 Km.',Norte,37
637,Richard,Hernandez,1939-09-03,S,M,richard20@mineriadedatos.com.ar,60000,3,0,'Estudios de postgrado',Gestión,1,2,'4980 Olivera Rd',169-555-0138,'10+ Km.',Norte,73
374,Dylan,Griffin,1964-03-25,C,M,dylan20@mineriadedatos.com.ar,60000,4,4,Licenciatura,'Obrero especializado',1,3,'7422 Meadowbrook',165-555-0115,'10+ Km.',Norte,49
20,Jessie,Ortega,1968-02-26,C,F,jessie41@mineriadedatos.com.ar,60000,2,2,Licenciatura,Profesional,1,1,'230 Daisy Way','500 555-0131','0-1 Km.',Sur,45
315,Allison,Howard,1958-06-16,C,F,allison10@mineriadedatos.com.ar,40000,1,0,'Estudios universitarios (en curso)',Administrativo,1,1,'8788 Green Leaf Drive',548-555-0110,'0-1 Km.',Norte,54
631,Courtney,Hall,1971-07-21,C,F,courtney18@mineriadedatos.com.ar,70000,1,1,'Estudios de postgrado','Obrero especializado',1,0,'2306 El Pueblo Pl.',657-555-0184,'0-1 Km.',Norte,41
129,Kristin,Tang,1952-10-24,S,F,kristin6@mineriadedatos.com.ar,90000,4,1,'Educación secundaria',Profesional,1,2,'Curieweg 991','500 555-0176','10+ Km.',Centro,60
634,Shelby,Morgan,1977-12-07,S,F,shelby22@mineriadedatos.com.ar,30000,0,0,'Educación secundaria (en curso)',Administrativo,0,2,'3377 Coach Place',438-555-0156,'0-1 Km.',Norte,35
374,Samantha,Davis,1964-05-17,C,F,samantha6@mineriadedatos.com.ar,160000,1,1,Licenciatura,Gestión,1,3,'5972 Boxwood Dr.',805-555-0198,'0-1 Km.',Norte,49
23,Tabitha,Prasad,1962-07-04,C,F,tabitha7@mineriadedatos.com.ar,60000,1,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'5778 Hames Dr.','500 555-0130','5-10 Km.',Sur,50
301,Shannon,Huang,1954-02-25,C,F,shannon6@mineriadedatos.com.ar,30000,1,0,'Educación secundaria',Administrativo,1,1,'4679 Duke Way',458-555-0116,'2-5 Km.',Norte,59
262,Morgan,Thompson,1961-06-06,S,F,morgan37@mineriadedatos.com.ar,30000,3,0,'Estudios de postgrado',Administrativo,1,0,'9173 Jill Ave','500 555-0111','0-1 Km.',Centro,51
120,Claudia,Zhao,1968-10-05,S,F,claudia9@mineriadedatos.com.ar,40000,0,0,'Estudios de postgrado',Administrativo,1,0,'Lützowplatz 5928','500 555-0141','0-1 Km.',Centro,44
20,Suzanne,Sun,1975-09-10,C,F,suzanne14@mineriadedatos.com.ar,70000,0,0,Licenciatura,Profesional,1,2,'7023 Stallion Way','500 555-0157','10+ Km.',Sur,37
69,James,Davis,1968-08-20,S,M,james80@mineriadedatos.com.ar,90000,4,4,'Estudios universitarios (en curso)','Obrero especializado',0,2,'3704 Elliott Dr.',483-555-0135,'0-1 Km.',Norte,44
431,Melody,Dominguez,1980-04-03,C,F,melody13@mineriadedatos.com.ar,30000,0,0,'Educación secundaria','Obrero especializado',1,2,'9770 Mountain View Drive',733-555-0110,'5-10 Km.',Norte,33
212,Paula,Navarro,1973-04-23,S,F,paula13@mineriadedatos.com.ar,30000,0,0,'Educación secundaria',Obrero,0,1,'6  route de Marseille','500 555-0137','2-5 Km.',Centro,40
632,Kelly,Foster,1956-08-03,C,F,kelly21@mineriadedatos.com.ar,70000,3,0,'Estudios universitarios (en curso)',Profesional,0,2,'920 Broadway',847-555-0163,'5-10 Km.',Norte,56
49,Emily,Thomas,1951-09-22,C,F,emily11@mineriadedatos.com.ar,40000,2,1,'Educación secundaria (en curso)','Obrero especializado',1,3,'1172 Flamingo Dr.',380-555-0167,'10+ Km.',Norte,61
299,Arianna,Cooper,1976-04-22,S,F,arianna30@mineriadedatos.com.ar,40000,0,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'4101 Buckthorn Court',833-555-0133,'5-10 Km.',Norte,37
221,Willie,He,1967-04-26,C,M,willie17@mineriadedatos.com.ar,20000,1,1,'Estudios universitarios (en curso)',Obrero,1,1,'11  rue du Puits Dixme','500 555-0159','2-5 Km.',Centro,46
355,Miguel,Young,1955-04-09,S,M,miguel25@mineriadedatos.com.ar,30000,1,0,'Educación secundaria',Administrativo,0,1,'3457 Bel Air Drive',123-555-0179,'10+ Km.',Norte,58
612,Grant,She,1968-05-13,S,M,grant2@mineriadedatos.com.ar,70000,2,2,Licenciatura,'Obrero especializado',0,1,'5234 Martindale',588-555-0164,'0-1 Km.',Norte,45
614,Jonathan,Jackson,1943-02-26,S,M,jonathan65@mineriadedatos.com.ar,110000,2,4,Licenciatura,Gestión,1,3,'769 Algiers Drive',674-555-0110,'5-10 Km.',Norte,70
150,Nelson,Serrano,1968-06-24,S,M,nelson15@mineriadedatos.com.ar,40000,0,0,'Estudios de postgrado',Administrativo,0,0,'Conesweg 9','500 555-0172','0-1 Km.',Centro,44
221,Grace,Bell,1971-08-11,S,F,grace30@mineriadedatos.com.ar,30000,0,0,'Educación secundaria',Obrero,0,1,'81  route de Marseille','500 555-0118','2-5 Km.',Centro,41
7,Manuel,Fernandez,1980-01-11,S,M,manuel14@mineriadedatos.com.ar,10000,0,0,'Estudios universitarios (en curso)',Obrero,1,1,'251 Ravenwood Dr.','500 555-0117','1-2 Km.',Sur,33
36,Edwin,Zhang,1962-04-26,S,M,edwin0@mineriadedatos.com.ar,70000,1,0,'Estudios universitarios (en curso)','Obrero especializado',1,1,'5993 Baywood Drive','500 555-0118','5-10 Km.',Sur,51
182,Bryant,Sara,1975-05-24,S,M,bryant9@mineriadedatos.com.ar,10000,0,0,'Educación secundaria (en curso)',Obrero,1,2,'65bis  boulevard Saint Germain','500 555-0153','0-1 Km.',Centro,37
19,Victoria,Cook,1971-02-04,S,F,victoria29@mineriadedatos.com.ar,90000,0,0,Licenciatura,Profesional,0,3,'6526 Edie Ct.','500 555-0167','10+ Km.',Sur,42
51,Nathan,Hughes,1951-08-23,C,M,nathan7@mineriadedatos.com.ar,70000,2,1,'Educación secundaria',Profesional,1,2,'1771 Coastal Blvd.',334-555-0173,'10+ Km.',Norte,61
36,Kimberly,Reed,1966-11-03,S,F,kimberly21@mineriadedatos.com.ar,100000,0,0,Licenciatura,Profesional,0,1,'8138 Golf Club Road','500 555-0164','5-10 Km.',Sur,46
329,Patrick,Ramirez,1964-11-18,C,M,patrick13@mineriadedatos.com.ar,60000,5,5,Licenciatura,'Obrero especializado',1,3,'8851 Northridge Dr.',674-555-0147,'5-10 Km.',Norte,48
17,Tamara,Johnston,1958-10-13,S,F,tamara22@mineriadedatos.com.ar,100000,1,1,Licenciatura,Gestión,1,2,'7518 Pepperridge Place','500 555-0194','2-5 Km.',Sur,54
642,Jennifer,Wood,1957-04-24,C,F,jennifer77@mineriadedatos.com.ar,30000,2,0,'Educación secundaria','Obrero especializado',0,2,'5339 Cashew Street',113-555-0113,'0-1 Km.',Norte,56
637,Elizabeth,Russell,1967-05-06,S,F,elizabeth48@mineriadedatos.com.ar,50000,0,0,'Estudios universitarios (en curso)','Obrero especializado',0,1,'7297 Kaywood Drive',716-555-0190,'2-5 Km.',Norte,46
543,Jade,Sanders,1950-09-25,C,F,jade2@mineriadedatos.com.ar,60000,2,1,'Estudios universitarios (en curso)',Profesional,1,2,'1947 Serene Ct',466-555-0168,'2-5 Km.',Norte,62
237,Kendra,Sanz,1960-04-15,S,F,kendra20@mineriadedatos.com.ar,30000,3,0,Licenciatura,Administrativo,1,0,'9525 Akyn Rock Dr.','500 555-0160','0-1 Km.',Centro,53
